CodigoLicitacion;Nombre;Estado;Descripcion;Tipo;Moneda;MontoEstimado;FuenteFinanciamiento;VisibilidadMonto;JustificacionMonto;FechaCreacion;FechaPublicacion;FechaCierre;FechaAdjudicacion;FechaEstimadaFirma;FechaInicioContrato;C_Unidad;C_RutUnidad;C_Usuario;C_Cargo;Resp_Contrato;Resp_Email;Resp_Pago;TiempoDuracionContrato;UnidadTiempoDuracion;EsRenovable
1057532-118-L124;Impresión de Políptico Informativo para usuarios Trato Usuario;Revocada;Informar a la comunidad usuaria de la provincia respecto del funcionamiento de las distintas unidades de atención del Hospital Base San José Osorno;L1;CLP;1000000.0;;1;0;2024-10-23T10:43:36.423;2024-10-23T18:01:53.913;2024-10-28T15:00:00;2024-11-13T17:00:00;;2024-10-23T18:01:53.913;Bienes y Servicios;61.607.600-0;Rubén Uribe;Administrativo;;;;0;0;0
1057532-94-LE24;Prestaciones de Rehabilitación Integral TEA Nuevo Llamado;Adjudicada;El objetivo central de la intervención es, abordar de manera multidisciplinaria, los desafíos sociales, comunicativo y, conductuales específicas del niño/a y adolescente en el espectro autista, a través de estrategias de rehabilitación integral, que apunten a la mejora y desarrollo de las habilidades para alcanzar un nivel funcional acorde a las características de cada niños/a y adolescente para su desempeño en distintos contextos cotidianos, así como también para favorecer su calidad de vida y la de su familia.;LE;CLP;0.0;DFL 36 Servicio de Salud Osorno;0;;2024-09-11T00:00:00;2024-10-02T09:48:53.233;2024-10-14T15:00:00;2024-11-06T18:04:17.597;;2024-10-02T10:01:00;Bienes y Servicios;61.607.600-0;Rubén Uribe;Administrativo;Lorena Torres Castillo;;Erwin Camino B.;3;4;0
