CodigoLicitacion;Nombre;Estado;Descripcion;Tipo;Moneda;MontoEstimado;FuenteFinanciamiento;VisibilidadMonto;JustificacionMonto;FechaCreacion;FechaPublicacion;FechaCierre;FechaAdjudicacion;FechaEstimadaFirma;FechaInicioContrato;C_Unidad;C_RutUnidad;C_Usuario;C_Cargo;Resp_Contrato;Resp_Email;Resp_Pago;TiempoDuracionContrato;UnidadTiempoDuracion;EsRenovable
1057532-93-LE25;Convenio Servicios de Mantención de Equipos de Lavandería  periodo 2026 - 2027;Adjudicada;El Servicio requiere contratar un servicio de mantención desde el 01 de enero de 2026 hasta el 31 de diciembre de 2027 llamado “Convenio Servicios De Mantención De Equipos De Lavandería De Establecimientos Dependientes Del Servicio De Salud Osorno Periodo 2026-2027”.;LE;CLP;0.0;;0;;2025-09-25T00:00:00;2025-10-16T10:58:09.44;2025-10-27T15:00:00;2025-12-18T10:16:23.96;;2025-10-16T15:01:00;Bienes y Servicios;61.607.600-0;Rubén Uribe;Administrativo;Khris Silva Vargas;;Erwin Camino;24;4;0
1057532-106-LE25;Convenio Servicios de Mantención de Equipos Médicos de establecimientos dependientes del SSO Periodo 2026-2027 2do. llamado;Adjudicada;El Servicio requiere contratar un servicio de mantención desde el 01 de enero de 2026 hasta el 31 de diciembre de 2027 llamado “Convenio de Servicios de Mantención de Equipos Médicos de Establecimientos dependientes del Servicio Salud Osorno Periodo 2026-2027, segundo llamado”. Dado que los equipos aquí considerados no contarán con garantía técnica de post venta del fabricante y/o proveedor que lo suministró, por lo tanto, esta licitación asegurará que se realicen todos los servicios de mantenciones preventivas programadas y cualquier reparación que surja durante dicho periodo.;LE;CLP;0.0;Servicio Salud Osorno;0;;2025-10-15T00:00:00;2025-11-20T09:56:24.237;2025-12-01T15:00:00;2025-12-18T08:01:26.1;2026-01-29T00:00:00;2025-11-20T12:30:00;Bienes y Servicios;61.607.600-0;Rubén Uribe;Administrativo;khris Silva;;Erwin Camino B.;24;4;0
